"id_new","buy","age","gender","tenure","region","dl","has_v_insurance","v_age","v_accident","v_prem_quote","cs_rep"
"a00003328",0,33,"male",219,28,1,0,"1-2 year","yes",23409.0,163
"a00003329",0,77,"female",38,28,1,0,"> 2 years","yes",42849.0,122
"a00003330",0,71,"female",30,8,1,1,"1-2 year","no",33889.0,154
"a00003331",1,40,"female",271,28,1,0,"1-2 year","yes",37923.0,122
"a00003332",1,52,"female",273,8,1,0,"1-2 year","yes",26328.0,154
"a00003333",0,32,"female",177,30,1,0,"1-2 year","yes",32127.0,154
"a00003334",0,35,"female",43,28,1,0,"1-2 year","yes",31661.0,154
"a00003335",0,26,"male",149,23,1,1,"< 1 year","no",2630.0,151
"a00003336",1,22,"female",107,28,1,0,"1-2 year","yes",28585.0,154
"a00003337",0,51,"female",191,28,1,0,"1-2 year","yes",30888.0,122
"a00003338",0,29,"female",273,11,1,0,"1-2 year","yes",25575.0,154
"a00003339",0,45,"female",20,28,1,0,"1-2 year","yes",28914.0,122
"a00003340",0,39,"male",151,28,1,1,"1-2 year","no",52863.0,122
"a00003341",1,28,"male",60,10,1,0,"1-2 year","yes",2630.0,154
"a00003342",0,72,"male",228,28,1,0,"1-2 year","yes",50759.0,122
"a00003343",0,24,"female",160,44,1,0,"< 1 year","yes",32047.0,151
"a00003344",0,24,"female",292,5,1,1,"< 1 year","no",15778.0,151
"a00003345",0,73,"male",196,28,1,1,"1-2 year","no",2630.0,122
"a00003346",0,37,"male",68,28,1,0,"1-2 year","yes",38145.0,122
"a00003347",0,27,"male",84,36,1,1,"< 1 year","no",35379.0,151
"a00003348",0,30,"female",169,28,1,0,"< 1 year","yes",25327.0,122
"a00003349",0,26,"male",195,37,1,0,"< 1 year","yes",27212.0,163
"a00003350",0,64,"male",271,28,1,0,"1-2 year","yes",48741.0,122
"a00003351",1,35,"male",136,13,1,0,"1-2 year","yes",34146.0,163
"a00003352",0,42,"male",244,24,1,1,"1-2 year","no",31394.0,122
"a00003353",0,52,"male",177,0,1,0,"1-2 year","yes",2630.0,122
"a00003354",0,39,"male",216,28,1,1,"1-2 year","no",59606.0,122
"a00003355",0,58,"female",143,41,1,1,"1-2 year","no",31856.0,122
"a00003356",0,21,"male",124,11,1,0,"< 1 year","yes",28965.0,163
"a00003357",0,70,"male",218,13,1,0,"1-2 year","no",24425.0,122
"a00003358",0,37,"male",66,30,1,0,"1-2 year","yes",2630.0,163
"a00003359",0,36,"male",55,46,1,0,"1-2 year","yes",2630.0,163
"a00003360",1,79,"female",75,28,1,0,"> 2 years","yes",46384.0,122
"a00003361",0,23,"female",49,36,1,0,"< 1 year","yes",41870.0,151
"a00003362",0,54,"male",83,28,1,0,"1-2 year","yes",59417.0,154
"a00003363",0,23,"female",186,41,1,1,"< 1 year","no",25311.0,151
"a00003364",0,22,"female",68,48,1,0,"1-2 year","yes",2630.0,154
"a00003365",0,32,"female",190,29,1,1,"1-2 year","no",33374.0,122
"a00003366",1,40,"male",145,41,1,0,"1-2 year","yes",24960.0,154
"a00003367",0,37,"male",24,28,1,0,"1-2 year","yes",53235.0,122
"a00003368",0,42,"female",41,12,1,0,"1-2 year","yes",2630.0,154
"a00003369",1,35,"female",116,28,1,0,"> 2 years","yes",2630.0,122
"a00003370",0,22,"female",100,35,1,0,"< 1 year","yes",2630.0,154
"a00003371",0,55,"male",184,28,1,0,"1-2 year","yes",44039.0,122
"a00003372",0,58,"male",192,14,1,0,"> 2 years","yes",30933.0,154
"a00003373",0,52,"male",154,28,1,0,"1-2 year","yes",41324.0,122
"a00003374",0,61,"male",211,28,1,0,"1-2 year","yes",2630.0,122
"a00003375",0,76,"female",127,28,1,0,"1-2 year","yes",54979.0,122
"a00003376",0,47,"female",275,28,1,1,"1-2 year","yes",49988.0,163
"a00003377",1,53,"male",94,46,1,0,"1-2 year","yes",26118.0,163
"a00003378",0,34,"male",218,45,1,0,"1-2 year","yes",26264.0,154
"a00003379",0,43,"female",236,50,1,1,"1-2 year","no",31527.0,154
"a00003380",0,36,"male",32,12,1,0,"1-2 year","yes",30703.0,122
"a00003381",1,43,"female",227,37,1,0,"1-2 year","yes",2630.0,122
"a00003382",0,60,"female",152,28,1,0,"1-2 year","yes",31087.0,154
"a00003383",1,20,"male",207,10,1,0,"< 1 year","yes",27177.0,163
"a00003384",0,31,"male",108,12,1,0,"< 1 year","yes",25432.0,154
"a00003385",0,31,"female",180,41,1,1,"< 1 year","no",29423.0,151
"a00003386",0,45,"female",119,26,1,0,"1-2 year","yes",28979.0,154
"a00003387",0,40,"female",99,28,1,0,"1-2 year","yes",44561.0,122
"a00003388",0,36,"male",228,36,1,0,"1-2 year","yes",31524.0,151
"a00003389",1,43,"male",192,35,1,0,"1-2 year","yes",29339.0,122
"a00003390",0,36,"male",170,28,1,0,"1-2 year","yes",76091.0,122
"a00003391",0,43,"female",95,37,1,0,"1-2 year","yes",22067.0,154
"a00003392",0,68,"male",15,28,1,1,"1-2 year","no",45682.0,122
"a00003393",0,46,"male",15,28,1,0,"1-2 year","yes",2630.0,122
"a00003394",1,43,"male",119,3,1,0,"1-2 year","yes",2630.0,154
"a00003395",1,57,"male",13,36,1,0,"1-2 year","yes",31465.0,163
"a00003396",0,69,"female",288,18,1,0,"> 2 years","yes",43711.0,122
"a00003397",0,23,"male",184,36,1,1,"< 1 year","no",2630.0,151
"a00003398",1,70,"male",245,41,1,0,"> 2 years","yes",42920.0,154
"a00003399",0,52,"male",232,1,1,0,"1-2 year","yes",2630.0,154
"a00003400",0,29,"male",85,29,1,0,"1-2 year","yes",2630.0,154
"a00003401",0,53,"female",44,28,1,1,"1-2 year","no",33020.0,122
"a00003402",0,24,"female",127,39,1,1,"< 1 year","no",2630.0,151
"a00003403",0,52,"female",152,41,1,0,"1-2 year","yes",32751.0,122
"a00003404",0,52,"female",96,28,1,0,"1-2 year","yes",47802.0,122
"a00003405",0,56,"female",136,33,1,1,"1-2 year","no",28625.0,163
"a00003406",1,21,"male",187,8,1,0,"1-2 year","yes",28553.0,154
"a00003407",0,60,"female",229,17,1,0,"> 2 years","yes",2630.0,154
"a00003408",0,25,"female",153,28,1,1,"< 1 year","no",42975.0,151
"a00003409",0,42,"female",90,28,1,0,"1-2 year","yes",44013.0,122
"a00003410",0,72,"female",35,28,1,0,"1-2 year","yes",61819.0,122
"a00003411",1,29,"male",136,3,1,0,"1-2 year","yes",26527.0,154
"a00003412",0,24,"female",277,9,1,0,"< 1 year","yes",30246.0,151
"a00003413",0,32,"male",211,1,1,0,"1-2 year","yes",2630.0,163
"a00003414",0,24,"female",238,47,1,1,"< 1 year","no",2630.0,151
"a00003415",1,56,"female",215,28,1,0,"1-2 year","yes",36814.0,122
"a00003416",0,46,"female",43,28,1,0,"1-2 year","no",34016.0,122
"a00003417",1,45,"male",147,8,1,0,"1-2 year","yes",28993.0,154
"a00003418",1,31,"male",120,28,1,0,"1-2 year","yes",34335.0,122
"a00003419",0,41,"male",112,38,1,1,"1-2 year","yes",2630.0,154
"a00003420",1,26,"male",163,46,1,0,"< 1 year","yes",29418.0,163
"a00003421",0,33,"female",152,48,1,1,"1-2 year","no",2630.0,122
"a00003422",0,39,"male",127,28,1,1,"1-2 year","no",27727.0,122
"a00003423",0,36,"male",202,22,1,0,"1-2 year","yes",31983.0,154
"a00003424",1,45,"male",266,2,1,0,"1-2 year","yes",37298.0,163
"a00003425",0,23,"female",139,27,1,1,"< 1 year","no",23824.0,151
"a00003426",0,24,"female",96,11,1,0,"< 1 year","yes",25342.0,163
"a00003427",0,44,"male",299,28,1,0,"1-2 year","yes",2630.0,163
"a00003428",0,44,"male",182,4,1,0,"1-2 year","yes",26141.0,154
"a00003429",0,41,"male",137,28,1,0,"1-2 year","yes",35585.0,154
"a00003430",0,28,"male",126,3,1,1,"< 1 year","no",31588.0,151
"a00003431",1,32,"female",154,17,1,0,"< 1 year","yes",24216.0,163
"a00003432",0,44,"male",168,28,1,0,"1-2 year","yes",37127.0,122
"a00003433",0,59,"male",274,14,1,0,"1-2 year","no",24588.0,122
"a00003434",1,38,"male",285,28,1,0,"1-2 year","yes",48427.0,122
"a00003435",0,23,"male",34,28,1,0,"< 1 year","yes",41562.0,151
"a00003436",0,23,"female",116,37,1,0,"< 1 year","yes",29641.0,151
"a00003437",0,24,"male",113,17,1,1,"< 1 year","no",48289.0,151
"a00003438",1,32,"male",148,28,1,0,"1-2 year","yes",40159.0,122
"a00003439",0,58,"female",77,0,1,0,"1-2 year","yes",2630.0,122
"a00003440",0,35,"female",283,28,1,0,"1-2 year","yes",31687.0,122
"a00003441",1,39,"female",47,40,1,0,"1-2 year","yes",29482.0,122
"a00003442",1,33,"female",299,11,1,0,"1-2 year","yes",31122.0,154
"a00003443",1,36,"male",195,3,1,0,"1-2 year","yes",23072.0,154
"a00003444",0,41,"male",11,21,1,0,"1-2 year","yes",36727.0,122
"a00003445",0,36,"female",34,28,1,0,"1-2 year","yes",40504.0,122
"a00003446",0,46,"female",199,28,1,1,"1-2 year","no",25270.0,122
"a00003447",0,55,"male",56,28,1,1,"1-2 year","yes",80562.0,122
"a00003448",0,44,"male",266,28,1,0,"1-2 year","yes",31304.0,122
"a00003449",0,23,"male",67,7,1,1,"< 1 year","no",42054.0,151
"a00003450",0,37,"male",193,8,1,0,"1-2 year","yes",33949.0,163
"a00003451",1,38,"male",191,28,1,0,"1-2 year","yes",41724.0,122
"a00003452",0,23,"female",202,14,1,1,"< 1 year","no",29829.0,151
"a00003453",0,21,"female",51,28,1,1,"1-2 year","no",33898.0,163
"a00003454",0,24,"male",291,10,1,1,"< 1 year","no",40482.0,151
"a00003455",1,47,"male",217,2,1,0,"1-2 year","yes",38950.0,163
"a00003456",0,47,"female",254,28,1,1,"1-2 year","no",2630.0,122
"a00003457",0,57,"male",124,20,1,0,"1-2 year","yes",2630.0,154
"a00003458",0,42,"female",63,24,1,1,"1-2 year","no",40357.0,154
"a00003459",0,52,"male",21,28,1,0,"1-2 year","yes",39010.0,122
"a00003460",0,40,"female",250,28,1,1,"1-2 year","no",29407.0,122
"a00003461",0,63,"female",284,0,1,0,"1-2 year","yes",2630.0,122
"a00003462",0,24,"male",161,13,1,1,"< 1 year","no",30891.0,122
"a00003463",0,73,"female",259,28,1,1,"1-2 year","no",24389.0,122
"a00003464",0,42,"male",134,46,1,1,"1-2 year","no",28206.0,154
"a00003465",0,49,"male",55,37,1,0,"1-2 year","yes",2630.0,163
"a00003466",0,48,"male",215,41,1,0,"< 1 year","no",2630.0,163
"a00003467",1,34,"female",245,28,1,0,"1-2 year","yes",30567.0,154
"a00003468",0,39,"male",288,15,1,0,"1-2 year","yes",36118.0,151
"a00003469",0,23,"male",140,43,1,1,"< 1 year","no",24484.0,151
"a00003470",0,44,"male",100,33,1,0,"1-2 year","yes",25086.0,154
"a00003471",1,60,"male",221,28,1,0,"1-2 year","yes",39294.0,122
"a00003472",0,44,"female",294,4,1,0,"1-2 year","yes",29741.0,122
"a00003473",0,67,"female",178,28,1,0,"1-2 year","yes",43920.0,122
"a00003474",0,71,"male",154,28,1,0,"1-2 year","yes",38735.0,122
"a00003475",0,24,"female",184,45,1,1,"< 1 year","yes",35070.0,151
"a00003476",0,37,"female",27,28,1,0,"1-2 year","yes",29245.0,122
"a00003477",0,57,"female",255,41,1,0,"1-2 year","yes",38739.0,154
"a00003478",0,32,"male",91,38,1,1,"1-2 year","yes",41015.0,154
"a00003479",0,57,"female",123,28,1,0,"1-2 year","no",30648.0,154
"a00003480",0,33,"female",287,28,1,0,"1-2 year","yes",2630.0,122
"a00003481",0,77,"female",293,28,1,0,"1-2 year","yes",59144.0,122
"a00003482",0,38,"male",279,46,1,0,"1-2 year","yes",20056.0,154
"a00003483",0,30,"male",171,28,1,0,"1-2 year","yes",33772.0,154
"a00003484",0,78,"female",228,28,1,1,"1-2 year","no",54727.0,122
"a00003485",0,72,"female",75,28,1,0,"> 2 years","yes",29040.0,122
"a00003486",0,46,"male",78,28,1,1,"1-2 year","yes",47363.0,122
"a00003487",0,48,"female",107,22,1,0,"> 2 years","yes",45491.0,154
"a00003488",0,29,"male",291,35,1,0,"1-2 year","no",18500.0,154
"a00003489",0,66,"female",14,28,1,0,"1-2 year","yes",22437.0,122
"a00003490",0,22,"male",55,41,1,0,"1-2 year","yes",35601.0,154
"a00003491",0,61,"male",167,28,1,0,"> 2 years","yes",2630.0,122
"a00003492",0,46,"female",94,28,1,0,"1-2 year","no",40175.0,122
"a00003493",0,77,"male",249,31,1,0,"1-2 year","yes",2630.0,122
"a00003494",0,50,"male",117,0,1,1,"1-2 year","no",2630.0,151
"a00003495",0,61,"female",18,28,1,0,"1-2 year","yes",38818.0,122
"a00003496",0,80,"male",241,28,1,0,"> 2 years","yes",35004.0,122
"a00003497",0,45,"male",151,15,1,0,"1-2 year","yes",23021.0,154
"a00003498",1,52,"female",208,28,1,0,"1-2 year","yes",45756.0,122
"a00003499",0,51,"female",245,28,1,1,"1-2 year","no",39158.0,122
"a00003500",1,27,"male",154,8,1,0,"1-2 year","yes",37892.0,154
"a00003501",0,54,"male",163,28,1,0,"1-2 year","no",36032.0,154
"a00003502",0,25,"female",168,33,1,1,"< 1 year","no",45625.0,151
"a00003503",0,37,"male",42,50,1,0,"1-2 year","yes",24114.0,154
"a00003504",1,50,"male",215,48,1,0,"1-2 year","yes",2630.0,154
"a00003505",1,22,"male",174,29,1,0,"< 1 year","yes",25411.0,154
"a00003506",0,25,"male",297,23,1,1,"< 1 year","no",2630.0,151
"a00003507",0,46,"male",45,19,1,1,"1-2 year","no",2630.0,154
"a00003508",1,40,"male",132,36,1,0,"1-2 year","yes",2630.0,163
"a00003509",0,51,"male",146,28,1,1,"1-2 year","yes",54326.0,122
"a00003510",0,43,"female",297,28,1,0,"1-2 year","no",27531.0,122
"a00003511",0,24,"female",59,31,1,0,"< 1 year","no",2630.0,151
"a00003512",0,33,"male",209,43,1,1,"1-2 year","no",44930.0,154
"a00003513",0,25,"female",183,8,1,0,"< 1 year","yes",2630.0,151
"a00003514",0,69,"female",159,48,1,1,"1-2 year","no",2630.0,122
"a00003515",0,32,"male",202,28,1,0,"1-2 year","no",84077.0,122
"a00003516",1,43,"male",55,41,1,0,"> 2 years","yes",40217.0,163
"a00003517",0,25,"female",230,28,1,1,"1-2 year","no",30356.0,154
"a00003518",1,29,"female",40,47,1,0,"1-2 year","yes",2630.0,122
"a00003519",0,33,"male",81,7,1,0,"1-2 year","no",32759.0,154
"a00003520",0,49,"male",161,26,1,0,"1-2 year","yes",29911.0,154
"a00003521",0,42,"male",193,28,1,0,"1-2 year","yes",33739.0,163
"a00003522",0,32,"male",69,8,1,0,"1-2 year","yes",35260.0,154
"a00003523",0,28,"female",44,28,1,0,"< 1 year","no",41072.0,151
"a00003524",1,39,"female",247,8,1,0,"1-2 year","no",32930.0,154
"a00003525",1,54,"female",85,28,1,0,"> 2 years","yes",2630.0,122
"a00003526",0,61,"male",157,28,1,0,"1-2 year","yes",22315.0,122
"a00003527",0,44,"male",47,28,1,0,"1-2 year","yes",21730.0,122
"a00003528",1,56,"male",30,28,1,0,"1-2 year","yes",39426.0,122
"a00003529",0,21,"male",170,41,1,1,"1-2 year","yes",45078.0,163
"a00003530",0,55,"female",263,28,1,0,"1-2 year","yes",33808.0,122
"a00003531",0,35,"male",279,45,1,0,"1-2 year","yes",24828.0,163
"a00003532",0,58,"female",242,28,1,0,"> 2 years","yes",44118.0,122
"a00003533",0,24,"male",263,45,1,0,"< 1 year","yes",21570.0,151
"a00003534",1,53,"male",36,28,1,0,"1-2 year","yes",35698.0,122
"a00003535",0,29,"female",67,46,1,0,"1-2 year","yes",28818.0,154
"a00003536",0,61,"male",38,28,1,1,"1-2 year","no",57314.0,122
"a00003537",0,20,"male",228,28,1,0,"1-2 year","yes",26361.0,122
"a00003538",1,42,"female",29,15,1,0,"1-2 year","yes",2630.0,122
"a00003539",0,79,"male",117,41,1,1,"1-2 year","no",29634.0,122
"a00003540",0,29,"male",95,41,1,1,"< 1 year","no",52980.0,122
"a00003541",0,32,"female",291,28,1,1,"1-2 year","no",49491.0,122
"a00003542",0,42,"female",121,3,1,0,"1-2 year","yes",2630.0,154
"a00003543",0,49,"female",253,28,1,0,"1-2 year","yes",31993.0,122
"a00003544",0,24,"male",287,50,1,1,"< 1 year","no",37390.0,151
"a00003545",0,36,"male",33,28,1,0,"1-2 year","yes",33625.0,122
"a00003546",0,77,"female",87,28,1,0,"1-2 year","yes",46376.0,122
"a00003547",0,24,"female",194,28,1,1,"< 1 year","no",47620.0,122
"a00003548",0,22,"male",238,9,1,0,"1-2 year","yes",2630.0,163
"a00003549",1,29,"male",237,9,1,0,"1-2 year","yes",24407.0,154
"a00003550",0,29,"male",67,29,1,1,"1-2 year","no",59910.0,163
"a00003551",0,71,"male",112,28,1,0,"1-2 year","yes",51924.0,122
"a00003552",1,21,"male",145,29,1,0,"1-2 year","yes",35015.0,154
"a00003553",0,76,"female",55,28,1,1,"1-2 year","no",46310.0,122
"a00003554",1,30,"female",288,46,1,0,"1-2 year","yes",28556.0,154
"a00003555",0,48,"male",145,11,1,0,"1-2 year","yes",35061.0,163
"a00003556",0,45,"female",150,28,1,0,"1-2 year","yes",42513.0,154
"a00003557",0,55,"female",101,28,1,0,"1-2 year","yes",2630.0,122
"a00003558",0,37,"female",37,28,1,1,"1-2 year","no",42269.0,122
"a00003559",0,24,"female",230,45,1,0,"< 1 year","yes",28865.0,151
"a00003560",0,32,"male",91,28,1,0,"1-2 year","yes",37295.0,154
"a00003561",0,70,"male",79,28,1,0,"> 2 years","yes",40787.0,122
"a00003562",0,75,"female",274,28,1,0,"1-2 year","yes",50791.0,122
"a00003563",0,44,"male",145,28,1,0,"1-2 year","yes",44922.0,163
"a00003564",0,35,"male",215,3,1,0,"1-2 year","yes",23707.0,122
"a00003565",0,23,"female",47,50,1,1,"< 1 year","no",28868.0,151
"a00003566",0,47,"female",154,47,1,0,"1-2 year","yes",32568.0,122
"a00003567",0,23,"male",109,28,1,0,"1-2 year","yes",62797.0,122
"a00003568",0,42,"male",209,28,1,0,"1-2 year","yes",26250.0,163
"a00003569",1,44,"male",280,28,1,0,"1-2 year","yes",24363.0,122
"a00003570",0,75,"male",257,28,1,0,"> 2 years","yes",56383.0,122
"a00003571",0,64,"female",212,28,1,0,"> 2 years","yes",27062.0,122
"a00003572",0,78,"female",72,28,1,1,"1-2 year","no",42919.0,122
"a00003573",0,35,"female",166,15,1,0,"1-2 year","yes",27021.0,154
"a00003574",0,56,"female",233,29,0,1,"1-2 year","no",24477.0,122
"a00003575",0,39,"male",258,8,1,0,"1-2 year","yes",37579.0,163
"a00003576",0,21,"male",81,46,1,0,"1-2 year","yes",26825.0,154
"a00003577",0,65,"male",289,28,1,1,"1-2 year","no",31723.0,122
"a00003578",0,40,"male",225,28,1,1,"1-2 year","no",26989.0,122
"a00003579",0,46,"male",135,8,1,0,"1-2 year","yes",26399.0,154
"a00003580",0,57,"male",36,28,1,0,"1-2 year","yes",73979.0,122
"a00003581",1,35,"female",158,28,1,0,"1-2 year","yes",31804.0,122
"a00003582",0,52,"female",232,28,1,1,"1-2 year","no",26229.0,122
"a00003583",0,45,"male",145,28,1,0,"1-2 year","yes",33502.0,122
"a00003584",0,24,"female",271,37,1,0,"< 1 year","yes",32784.0,151
"a00003585",0,41,"male",237,28,1,1,"1-2 year","no",99987.0,122
"a00003586",1,24,"male",175,45,1,0,"< 1 year","yes",24450.0,151
"a00003587",0,23,"male",191,46,1,0,"< 1 year","yes",41416.0,151
"a00003588",0,52,"female",80,28,1,0,"1-2 year","yes",32029.0,122
"a00003589",0,76,"female",209,28,1,0,"1-2 year","yes",26995.0,122
"a00003590",0,40,"male",235,28,1,1,"1-2 year","yes",36662.0,122
"a00003591",0,24,"male",243,15,1,1,"< 1 year","no",35308.0,151
"a00003592",0,21,"female",286,28,1,0,"< 1 year","yes",40377.0,163
"a00003593",0,51,"male",198,48,1,0,"1-2 year","no",2630.0,154
"a00003594",0,24,"female",71,28,1,1,"< 1 year","no",42490.0,151
"a00003595",0,36,"male",66,28,1,0,"> 2 years","yes",36776.0,154
"a00003596",0,77,"male",259,28,1,0,"> 2 years","yes",37715.0,122
"a00003597",1,33,"female",148,1,1,0,"1-2 year","yes",2630.0,163
"a00003598",0,43,"male",167,1,1,0,"1-2 year","yes",2630.0,154
"a00003599",0,36,"male",124,8,1,1,"1-2 year","no",31877.0,154
"a00003600",0,43,"female",249,28,1,0,"1-2 year","yes",79954.0,122
"a00003601",1,33,"female",68,18,1,0,"< 1 year","yes",27197.0,154
"a00003602",0,54,"female",290,8,1,0,"1-2 year","yes",40868.0,122
"a00003603",0,38,"male",289,28,1,0,"1-2 year","yes",47667.0,154
"a00003604",0,55,"male",155,28,1,1,"1-2 year","no",30016.0,122
"a00003605",0,48,"male",45,46,1,0,"> 2 years","yes",29843.0,154
"a00003606",0,39,"male",79,28,1,0,"1-2 year","yes",79987.0,122
"a00003607",0,73,"male",198,28,1,0,"1-2 year","yes",2630.0,122
"a00003608",0,66,"female",266,28,1,1,"1-2 year","yes",47398.0,122
"a00003609",0,59,"female",272,50,1,0,"1-2 year","yes",25803.0,154
"a00003610",0,33,"female",253,30,1,0,"1-2 year","yes",2630.0,163
"a00003611",0,60,"male",37,8,1,1,"1-2 year","no",43557.0,154
"a00003612",0,23,"female",96,49,1,0,"< 1 year","yes",28727.0,151
"a00003613",1,55,"female",246,8,1,0,"1-2 year","yes",34671.0,163
"a00003614",0,60,"female",167,28,1,0,"1-2 year","yes",96500.0,122
"a00003615",0,58,"male",51,28,1,0,"1-2 year","yes",51323.0,122
"a00003616",0,23,"male",95,28,1,1,"< 1 year","no",50153.0,151
"a00003617",0,62,"male",151,39,1,0,"1-2 year","yes",2630.0,163
"a00003618",0,75,"male",67,28,1,0,"1-2 year","yes",79406.0,122
"a00003619",0,20,"female",238,28,1,0,"< 1 year","yes",48775.0,163
"a00003620",0,47,"female",163,28,1,0,"1-2 year","yes",2630.0,163
"a00003621",0,42,"male",280,46,1,0,"1-2 year","yes",19980.0,154
"a00003622",0,39,"male",297,39,1,0,"1-2 year","no",31371.0,154
"a00003623",0,48,"female",142,48,1,0,"1-2 year","yes",2630.0,154
"a00003624",0,62,"male",137,28,1,1,"1-2 year","no",41880.0,122
"a00003625",0,38,"male",222,28,1,0,"1-2 year","yes",29847.0,122
"a00003626",0,24,"male",26,2,1,0,"< 1 year","yes",2630.0,151
"a00003627",0,28,"male",92,28,1,1,"< 1 year","no",2630.0,154
"a00003628",1,53,"female",282,28,1,0,"1-2 year","yes",35797.0,122
"a00003629",0,24,"male",31,8,1,1,"< 1 year","no",40904.0,151
"a00003630",0,33,"female",269,36,1,1,"< 1 year","no",34978.0,151
"a00003631",1,48,"male",145,28,1,0,"1-2 year","yes",24270.0,163
"a00003632",1,42,"male",20,6,1,0,"1-2 year","yes",23262.0,163
"a00003633",0,23,"female",162,36,1,1,"< 1 year","no",32406.0,151
"a00003634",0,22,"male",235,28,1,1,"1-2 year","no",36261.0,154
"a00003635",0,62,"female",154,46,1,1,"1-2 year","no",32112.0,122
"a00003636",0,53,"female",136,28,1,0,"> 2 years","yes",2630.0,122
"a00003637",0,52,"male",291,8,1,0,"> 2 years","yes",39065.0,122
"a00003638",1,28,"female",54,27,1,0,"< 1 year","yes",35686.0,151
"a00003639",0,45,"male",19,47,1,1,"1-2 year","no",23363.0,122
"a00003640",0,29,"female",166,36,1,1,"< 1 year","no",25723.0,151
"a00003641",0,47,"female",25,28,1,1,"1-2 year","no",72775.0,122
"a00003642",0,23,"female",68,16,1,0,"< 1 year","no",17616.0,151
"a00003643",1,45,"female",219,7,1,0,"1-2 year","yes",31551.0,163
"a00003644",1,35,"female",258,28,1,0,"1-2 year","yes",45909.0,154
"a00003645",0,46,"female",22,28,1,1,"1-2 year","no",32112.0,122
"a00003646",0,59,"male",109,28,1,0,"1-2 year","yes",42444.0,122
"a00003647",1,27,"male",276,8,1,0,"< 1 year","yes",40618.0,154
"a00003648",0,69,"male",164,8,1,1,"1-2 year","no",2630.0,122
"a00003649",1,43,"female",133,28,1,0,"1-2 year","yes",2630.0,122
