"id_new","age","gender","tenure","region","dl","has_v_insurance","v_age","v_accident","v_prem_quote","cs_rep"
"a00022410",67,"female",72,49,1,0,"1-2 year","no",2630.0,122
"a00022411",43,"female",173,28,1,0,"1-2 year","yes",53717.0,122
"a00022412",25,"female",175,18,1,1,"< 1 year","no",30253.0,151
"a00022413",54,"male",36,28,1,0,"> 2 years","yes",36962.0,122
"a00022414",50,"male",164,28,1,0,"1-2 year","yes",33529.0,122
"a00022415",42,"male",136,38,1,0,"1-2 year","yes",27778.0,163
"a00022416",20,"male",126,21,1,0,"< 1 year","yes",2630.0,163
"a00022417",66,"male",38,28,1,0,"1-2 year","yes",104539.0,122
"a00022418",24,"male",80,36,1,1,"< 1 year","no",35719.0,151
"a00022419",71,"male",269,32,1,0,"> 2 years","yes",36995.0,122
"a00022420",23,"male",282,8,1,0,"< 1 year","yes",38828.0,151
"a00022421",42,"male",274,26,1,0,"1-2 year","yes",2630.0,154
"a00022422",41,"female",299,28,1,0,"1-2 year","yes",45263.0,122
"a00022423",28,"male",50,28,1,1,"< 1 year","no",39852.0,151
"a00022424",23,"female",285,13,1,1,"< 1 year","no",22358.0,151
"a00022425",23,"male",86,36,1,1,"< 1 year","no",2630.0,151
"a00022426",36,"male",97,3,1,0,"1-2 year","yes",32667.0,163
"a00022427",34,"male",146,28,1,0,"1-2 year","yes",57483.0,122
"a00022428",50,"male",45,28,1,0,"> 2 years","yes",30353.0,163
"a00022429",21,"female",220,46,1,0,"1-2 year","no",22174.0,154
"a00022430",38,"male",284,28,1,0,"1-2 year","yes",29039.0,163
"a00022431",58,"male",66,28,1,0,"1-2 year","yes",40447.0,122
"a00022432",43,"male",245,3,1,0,"1-2 year","yes",25842.0,154
"a00022433",21,"male",145,18,1,1,"< 1 year","yes",2630.0,163
"a00022434",26,"female",190,36,1,1,"< 1 year","no",2630.0,151
"a00022435",72,"female",242,13,1,0,"1-2 year","yes",2630.0,154
"a00022436",52,"male",273,28,1,0,"1-2 year","yes",30339.0,122
"a00022437",30,"female",202,8,1,0,"1-2 year","yes",38991.0,154
"a00022438",73,"male",241,28,1,0,"> 2 years","yes",47335.0,122
"a00022439",23,"male",10,11,1,1,"< 1 year","no",30377.0,151
"a00022440",47,"male",274,42,1,1,"1-2 year","no",26687.0,154
"a00022441",48,"male",282,41,1,1,"1-2 year","no",33780.0,154
"a00022442",63,"male",36,38,1,0,"1-2 year","yes",42418.0,154
"a00022443",35,"male",47,3,1,1,"1-2 year","no",2630.0,151
"a00022444",75,"female",45,41,1,0,"1-2 year","yes",61537.0,154
"a00022445",50,"female",62,27,1,1,"1-2 year","no",36318.0,151
"a00022446",65,"male",289,28,0,0,"> 2 years","yes",38127.0,122
"a00022447",23,"male",167,12,1,1,"< 1 year","no",32712.0,151
"a00022448",28,"male",164,41,1,0,"< 1 year","yes",22590.0,163
"a00022449",26,"female",219,28,1,0,"1-2 year","yes",34565.0,122
"a00022450",40,"female",247,30,1,0,"1-2 year","yes",34022.0,154
"a00022451",47,"male",94,28,1,0,"1-2 year","yes",37328.0,122
"a00022452",59,"male",274,26,1,0,"1-2 year","yes",21862.0,122
"a00022453",63,"male",194,28,1,0,"> 2 years","yes",2630.0,122
"a00022454",40,"male",191,28,1,0,"1-2 year","yes",46796.0,122
"a00022455",25,"male",46,41,1,0,"< 1 year","yes",66605.0,154
"a00022456",45,"female",248,28,1,1,"1-2 year","no",37984.0,122
"a00022457",65,"male",237,28,1,1,"1-2 year","no",68068.0,122
"a00022458",76,"male",162,28,1,0,"1-2 year","yes",36590.0,122
"a00022459",77,"male",257,28,1,0,"> 2 years","yes",39476.0,122
